0.0,-6735671.94035,444596.953952,-2.83462615982
0.12768259272,-4292359.37293,5209855.49461,2.11865144994
0.957612315193,-6717119.00568,-668645.766684,-2.15628523309
1.21297287056,-260146.349977,6745297.07139,2.88475859546
1.72369090281,-558092.206062,-6727215.35717,6.63247165054
1.97904817155,-6681020.25049,964829.985117,-0.645863864447
2.1705656019,-1366167.35831,6610633.90715,0.225631622192
2.74511502357,-2157619.65928,-6396230.12526,-2.59536798354
2.93663035892,-6748720.50891,-147739.901055,-1.3981296735
3.95803430583,-6586809.31825,1476766.62072,-2.69254651416
4.14954473404,-853020.885537,6696209.98903,1.05022079051
4.91557821771,-6740119.69701,371112.400864,5.41698922647
5.10708450247,-1945001.78055,6464044.8169,-0.774541969637
5.93693399336,-6454484.00097,1976456.75531,-0.206756533096
6.12843496539,-338494.904399,6741804.36265,-5.46876895173
7.02209440991,-3943323.35269,5478737.25711,7.57953928028
7.08592633111,-1447030.63506,6593357.23708,4.35909449226
