0.0,-6737236.37576,408071.552514,5970.85099381
0.12768259272,-4378983.3897,5134752.90733,104447.948359
0.957612315193,-6568612.58477,-1321817.00675,800625.636021
1.21297287056,-1103140.98594,6575752.92795,1033211.96495
1.72369090281,694679.303726,-6536196.84202,1519319.16779
1.97904817155,-6489168.16847,-509567.080421,1771547.52262
2.1705656019,-2817285.43735,5805567.41491,1963878.41383
2.74511502357,55326.6175575,-6242708.20267,2551400.45669
2.93663035892,-5700606.78553,-2328997.28047,2749150.48618
3.95803430583,-5247796.22714,-1911607.73379,3775058.78934
4.14954473404,-3693050.71841,4019334.14355,3954843.27519
4.91557821771,-3489664.00568,-3476449.29887,4598603.32716
5.10708450247,-4463855.66264,1748490.44765,4734657.16844
5.93693399336,-2490739.89954,-3535284.95807,5164560.7948
6.12843496539,-4194809.65825,727854.205358,5219127.22778
7.02209440991,-2722418.09828,-3300564.95742,5199431.54227
7.08592633111,-3760074.2967,-2092839.2415,5178584.05585
